0.06 0
0.0594915 -0.00409851
0.0589831 -0.00672229
0.0584746 -0.00801443
0.0579661 -0.00812018
0.0574576 -0.00715602
0.0569492 -0.00522702
0.0564407 -0.00242677
0.0559322 0.00116532
0.0554237 0.00548085
0.0549153 0.0104609
0.0544068 0.0160548
0.0538983 0.0222197
0.0533898 0.0289184
0.0528814 0.0361201
0.0523729 0.0437979
0.0518644 0.0519295
0.0513559 0.0604959
0.0508475 0.0694807
0.050339 0.0788698
0.0498305 0.0886506
0.049322 0.0988117
0.0488136 0.109342
0.0483051 0.12023
0.0477966 0.131466
0.0472881 0.143035
0.0467797 0.154924
0.0462712 0.167116
0.0457627 0.179591
0.0452542 0.192329
0.0447458 0.205301
0.0442373 0.218479
0.0437288 0.231827
0.0432203 0.245305
0.0427119 0.258871
0.0422034 0.272475
0.0416949 0.286064
0.0411864 0.299579
0.040678 0.312959
0.0401695 0.32614
0.039661 0.339055
0.0391525 0.351637
0.0386441 0.363819
0.0381356 0.375538
0.0376271 0.386732
0.0371186 0.397348
0.0366102 0.407338
0.0361017 0.416667
0.0355932 0.425311
0.0350848 0.43326
0.0345763 0.440521
0.0340678 0.447118
0.0335593 0.453094
0.0330508 0.45851
0.0325424 0.463448
0.0320339 0.468005
0.0315254 0.472293
0.0310169 0.476438
0.0305085 0.480569
0.03 0.484821
0.0294915 0.489323
0.0289831 0.494195
0.0284746 0.499541
0.0279661 0.50545
0.0274576 0.511981
0.0269492 0.519161
0.0264407 0.52699
0.0259322 0.535437
0.0254237 0.544439
0.0249153 0.553906
0.0244068 0.563721
0.0238983 0.573746
0.0233898 0.583822
0.0228814 0.593777
0.0223729 0.60343
0.0218644 0.612593
0.0213559 0.621082
0.0208475 0.628715
0.020339 0.635319
0.0198305 0.640733
0.019322 0.644814
0.0188136 0.647434
0.0183051 0.648487
0.0177966 0.647889
0.0172881 0.645577
0.0167797 0.641515
0.0162712 0.635686
0.0157627 0.628097
0.0152542 0.618778
0.0147458 0.607775
0.0142373 0.595153
0.0137288 0.580993
0.0132203 0.565388
0.0127119 0.548442
0.0122034 0.530267
0.0116949 0.510979
0.0111864 0.4907
0.010678 0.469551
0.0101695 0.447653
0.00966102 0.425124
0.00915254 0.402082
0.00864407 0.378635
0.00813559 0.354889
0.00762712 0.330943
0.00711864 0.306892
0.00661017 0.282823
0.0061017 0.258817
0.00559322 0.234951
0.00508475 0.211297
0.00457627 0.187923
0.0040678 0.164894
0.00355932 0.14227
0.00305085 0.120111
0.00254237 0.0984749
0.0020339 0.0774172
0.00152542 0.0569918
0.00101695 0.0372498
0.000508475 0.0182394
0 0
